Time;Ax;Ay;Az;Gx;Gy;Gz;BAR;P;R;Mag;UP;DOWN
391;5.7241;7.00783;4.12183;-13.37;25.19999;-47.10998;994.5332;0;0;0;0;0
392;4.85231;7.00543;5.0511;-5.39;29.32999;-45.91998;994.51831;0;0;0;0;0
393;4.19607;7.07968;5.41035;4.83;33.66999;-58.79998;994.49463;0;0;0;0;0
394;2.58902;8.72027;5.79116;16.86999;30.09999;-53.61998;994.48242;0;0;0;0;0
395;1.88728;12.41099;7.07489;31.00999;-4.34;6.02;994.48486;0;0;0;0;0
396;3.77455;14.1378;7.47965;76.85997;-29.88999;99.46996;994.48535;0;0;0;0;0
397;6.41386;9.7597;5.07505;81.33997;-41.71998;143.98994;994.46167;0;0;0;0;0
398;3.91107;4.20805;2.86684;-24.63999;-61.45998;177.72993;994.46313;0;0;0;0;0
399;5.01996;1.52802;-0.9125;-17.42999;-41.22998;147.13995;994.44482;0;0;0;0;0
400;6.91682;2.20342;-2.22018;9.73;-7.42;45.21999;994.44067;0;0;0;0;0
401;8.58615;1.83938;-0.31375;-18.96999;13.16;15.95999;994.43018;0;0;0;0;0
402;8.9454;1.76273;-0.02635;17.91999;22.18999;-17.21999;994.42407;0;0;0;0;0
403;6.75396;0.07425;2.05732;6.09;28.69999;-60.19997;994.4082;0;0;0;0;0
404;5.53489;3.46799;1.93997;24.28999;-0.14;-129.07994;994.41772;0;0;0;0;0
405;5.5325;6.83778;2.76864;-16.02999;1.47;-97.22997;994.39502;0;0;0;0;0
406;5.35766;7.83411;2.90995;-54.80998;-2.1;-26.38999;994.42358;0;0;0;0;0
407;6.22226;7.09884;3.06802;-61.24997;-0.14;-7.84;994.44263;0;0;0;0;0
408;8.46639;2.9339;5.8175;-126.90996;176.18994;50.74998;994.47803;0;0;0;0;0
409;6.27735;4.31343;13.28517;132.92995;156.58994;-17.49999;994.48804;0;0;0;0;0
410;5.20917;4.97446;11.98228;-83.36997;-2.52;49.69998;994.5083;0;0;0;0;0
411;4.80201;3.5087;9.69983;-16.79999;-6.37;22.32999;994.52026;0;0;0;0;0
412;4.09309;2.96982;8.02811;5.88;4.9;17.28999;994.51611;0;0;0;0;0
413;3.69312;2.16989;7.51318;-11.62;7.28;37.37999;994.50757;0;0;0;0;0
414;4.08111;2.32556;9.2352;11.89999;18.33999;52.00998;994.55347;0;0;0;0;0
415;5.03194;1.35798;9.83874;0.35;12.46;41.78998;994.56445;0;0;0;0;0
416;5.53729;0.57241;9.25196;-5.6;1.05;15.53999;994.55786;0;0;0;0;0
417;4.6176;1.41546;8.91905;0.7;-4.34;-9.94;994.56421;0;0;0;0;0
418;4.64155;3.1255;9.8603;16.23999;-10.36;-3.5;994.57349;0;0;0;0;0
419;7.55868;5.9612;12.36309;78.53997;-48.64998;2.03;994.56958;0;0;0;0;0
420;8.60052;4.45953;11.15121;103.10996;-103.31996;-10.36;994.58203;0;0;0;0;0
421;8.45442;2.99617;7.9371;77.34998;-115.07996;-6.79;994.55957;0;0;0;0;0
422;6.47613;2.75667;5.30736;33.52999;-93.09997;21.06999;994.54663;0;0;0;0;0
423;6.1552;2.45011;2.4022;-14.0;-75.94997;42.41998;994.52222;0;0;0;0;0
424;6.04263;3.59492;0.46942;-35.83998;-45.49998;63.83997;994.51221;0;0;0;0;0
425;7.18027;2.99856;0.10299;-65.79997;-21.41999;54.66998;994.50903;0;0;0;0;0
426;8.40891;3.11113;-0.38799;-38.77999;-8.26;-3.64;994.49194;0;0;0;0;0
427;8.8472;2.82373;0.7209;-24.63999;9.1;-19.80999;994.49707;0;0;0;0;0
428;8.87594;4.94811;-0.23232;-0.56;29.04999;-13.01999;994.48682;0;0;0;0;0
429;6.88329;5.2906;2.46208;44.44998;99.95996;72.37997;994.49927;0;0;0;0;0
430;5.82469;0.45026;2.63452;-13.92999;84.13997;16.44999;994.51392;0;0;0;0;0
431;4.31343;-4.21284;7.04136;-5.81;23.44999;-121.65996;994.5332;0;0;0;0;0
432;6.70126;1.93039;7.7886;-17.98999;-15.46999;-100.79996;994.55054;0;0;0;0;0
433;7.62574;5.92049;6.67731;26.03999;-20.71999;-32.26999;994.53394;0;0;0;0;0
434;8.13588;6.43781;6.31806;27.92999;-16.44999;-23.44999;994.5459;0;0;0;0;0
435;12.54272;0.50295;10.38002;-70.90997;98.76997;128.16995;994.56396;0;0;0;0;0
436;10.37762;0.79994;9.89622;47.45998;20.29999;9.73;994.57275;0;0;0;0;0
437;6.85455;-0.3856;7.2617;-21.83999;-36.32999;-0.28;994.55884;0;0;0;0;0
438;6.08814;0.45984;6.67731;11.55;-7.63;-4.34;994.56445;0;0;0;0;0
439;7.24014;1.21906;7.41498;16.72999;5.95;10.57;994.55737;0;0;0;0;0
440;7.80537;0.53409;7.17308;8.61;-1.68;7.91;994.55908;0;0;0;0;0
441;7.73112;0.05748;7.02699;3.57;-7.91;-8.61;994.56055;0;0;0;0;0
442;8.96695;1.17835;8.14786;7.91;-21.34999;-24.91999;994.55737;0;0;0;0;0
443;12.17388;3.13029;8.72506;55.64998;-88.05997;-82.94997;994.55664;0;0;0;0;0
444;11.08176;4.39726;6.35399;79.37997;-98.13996;-84.13997;994.55151;0;0;0;0;0
445;8.53585;3.63564;3.8488;2.59;-59.35998;-15.53999;994.55566;0;0;0;0;0
446;5.69536;3.57576;2.14594;56.62998;-22.53999;42.48999;994.55151;0;0;0;0;0
447;5.11097;3.07042;1.25978;-11.83;-25.75999;84.13997;994.5376;0;0;0;0;0
448;8.38496;1.36995;0.98914;43.25998;-21.69999;64.04997;994.52344;0;0;0;0;0
449;7.33834;1.76273;0.01916;22.25999;-3.08;54.17998;994.49585;0;0;0;0;0
450;7.19464;0.85263;-2.29443;-67.05997;-25.82999;6.51;994.49609;0;0;0;0;0
451;8.70111;2.98419;-2.13636;1.61;9.87;-39.89999;994.51294;0;0;0;0;0
452;8.30353;2.84528;1.6837;14.63;60.05998;-3.29;994.52222;0;0;0;0;0
453;9.63995;2.71116;3.56858;60.61998;58.37998;4.55;994.51001;0;0;0;0;0
454;10.25068;2.12678;3.7985;25.54999;43.25998;1.19;994.51074;0;0;0;0;0
455;6.65815;0.79754;1.96631;-8.96;12.46;-19.38999;994.51685;0;0;0;0;0
456;4.05956;-0.17723;3.06802;-81.75996;-1.19;-142.16995;994.51587;0;0;0;0;0
457;3.8488;5.04391;3.51589;54.38998;20.36999;-160.92993;994.50317;0;0;0;0;0
458;6.86173;11.53441;4.81399;66.84998;-21.83999;-64.81998;994.5;0;0;0;0;0
459;7.49162;13.4672;3.0273;-12.88;-19.03999;7.98;994.50024;0;0;0;0;0
460;13.24446;7.22817;3.03928;-77.62997;26.66999;81.82997;994.51685;0;0;0;0;0
461;8.95977;3.81527;5.74805;54.80998;48.78998;13.23;994.51855;0;0;0;0;0
462;6.75156;2.7878;5.63069;-24.98999;-0.28;3.29;994.49023;0;0;0;0;0
463;6.5863;3.79371;4.70382;-15.46999;4.27;5.04;994.48047;0;0;0;0;0
464;7.72873;4.64155;5.69057;-2.24;24.63999;7.56;994.50513;0;0;0;0;0
465;7.8868;4.69184;6.22226;9.45;21.41999;7.98;994.51001;0;0;0;0;0
466;7.29523;3.25483;5.74086;-13.23;-1.12;6.16;994.51196;0;0;0;0;0
467;7.17787;3.90388;5.48939;2.38;7.91;-0.77;994.52515;0;0;0;0;0
468;7.34553;4.17212;6.15041;-3.71;11.27;5.04;994.52319;0;0;0;0;0
469;7.42935;4.10027;6.28693;-3.08;10.78;4.97;994.52319;0;0;0;0;0
470;7.31918;3.81527;6.17197;2.1;2.31;-1.96;994.54932;0;0;0;0;0
471;6.93358;3.58534;6.05461;2.66;-0.98;-5.46;994.53442;0;0;0;0;0
472;7.04375;3.30992;6.24621;3.99;5.18;-15.32999;994.52954;0;0;0;0;0
473;7.02459;3.37937;6.17915;7.98;6.09;-17.42999;994.52954;0;0;0;0;0
474;6.66773;3.86317;6.31327;-13.01999;-5.67;3.99;994.56934;0;0;0;0;0
475;6.80186;3.70031;6.13125;-5.32;1.89;-1.75;994.58838;0;0;0;0;0
476;6.72043;4.11464;6.40668;-3.57;0.07;2.03;994.58667;0;0;0;0;0
477;6.58151;3.82006;5.80792;-9.73;9.73;9.31;994.57422;0;0;0;0;0
478;5.29539;1.93278;0.99633;-113.18996;74.40997;5.18;994.56226;0;0;0;0;0
479;4.16973;1.83698;5.01517;-16.23999;161.69994;1.96;994.56909;0;0;0;0;0
480;0.59875;0.85023;7.28086;-133.69995;181.29993;50.81998;994.58057;0;0;0;0;0
481;-5.92767;0.1916;7.32158;-60.68998;256.12991;102.54996;994.57935;0;0;0;0;0
482;-13.94859;1.60227;7.92272;-88.12997;294.69989;157.84995;994.60059;0;0;0;0;0
483;-10.95961;-2.34951;8.3179;-42.62998;79.58997;26.66999;994.60962;0;0;0;0;0
484;-8.44244;-0.44308;7.29283;-56.69998;1.54;-12.32;994.62744;0;0;0;0;0
485;-8.39933;-1.02986;6.80186;-6.16;-4.69;-2.59;994.62646;0;0;0;0;0
486;-9.11784;-0.89813;5.28341;-16.65999;-47.66998;-29.11999;994.62451;0;0;0;0;0
487;-8.47358;-0.66103;4.60562;-4.34;-57.81998;-48.64998;994.61182;0;0;0;0;0
488;-7.14195;-0.867;5.11097;-3.36;-31.00999;-30.23999;994.61816;0;0;0;0;0
489;-7.27367;-1.59748;5.6738;5.6;-17.21999;-22.11999;994.61816;0;0;0;0;0
490;-7.4557;-1.14242;5.47262;16.65999;8.89;-5.04;994.63989;0;0;0;0;0
491;-7.55868;-1.06339;7.63293;28.55999;11.27;1.05;994.62183;0;0;0;0;0
492;-7.58742;-0.21795;10.39918;29.88999;-27.01999;7.63;994.63501;0;0;0;0;0
493;-8.51669;-2.18426;8.87355;-3.15;-91.06996;-1.4;994.65161;0;0;0;0;0
494;-7.84129;-3.2692;7.70238;-10.43;-148.04996;-57.67998;994.66235;0;0;0;0;0
495;-5.04391;-2.47645;9.6663;25.40999;-171.84993;-96.24997;994.66553;0;0;0;0;0
496;1.85854;-0.52451;10.09022;-5.04;-232.74992;-82.45997;994.65771;0;0;0;0;0
497;3.81287;-0.48619;8.05206;40.52998;-156.02995;-81.68997;994.64966;0;0;0;0;0
498;4.97685;-0.08862;6.18634;47.94999;-131.38994;-75.17998;994.6377;0;0;0;0;0
499;6.87371;2.18665;3.54702;33.03999;-99.39996;-54.45998;994.61182;0;0;0;0;0
500;7.56587;2.80217;2.47166;20.71999;-38.84999;-37.86999;994.60693;0;0;0;0;0
501;8.97893;2.14354;3.40811;-4.55;21.76999;-55.15998;994.57422;0;0;0;0;0
502;7.36469;4.93614;4.55293;37.16999;42.83998;-74.05997;994.55933;0;0;0;0;0
503;6.29411;5.85582;5.36724;4.97;17.56999;-35.20999;994.56494;0;0;0;0;0
504;5.73847;5.68817;5.34089;-6.44;-1.05;-18.68999;994.56128;0;0;0;0;0
505;5.87977;6.05221;4.84512;-2.66;6.16;-21.69999;994.56982;0;0;0;0;0
506;6.07856;6.33722;4.79962;1.12;19.10999;-21.76999;994.55249;0;0;0;0;0
507;5.59716;6.40189;5.08463;12.88;24.84999;-24.98999;994.56738;0;0;0;0;0
508;4.93374;6.46416;5.51334;3.01;20.71999;-30.02999;994.56519;0;0;0;0;0
509;5.26425;5.87977;5.56363;-7.21;21.62999;-43.95998;994.58081;0;0;0;0;0
510;3.50391;6.57912;5.46064;4.9;26.52999;-66.84998;994.57715;0;0;0;0;0
511;1.83938;7.1659;5.64985;5.95;20.15999;-75.10997;994.61182;0;0;0;0;0
512;3.33387;5.17324;5.60195;-39.82999;4.48;-75.94997;994.61133;0;0;0;0;0
513;0.673;5.64506;8.30353;17.07999;-15.04999;-89.31997;994.61792;0;0;0;0;0
514;-1.65735;6.48811;10.10459;-31.56999;-73.91998;-89.31997;994.61182;0;0;0;0;0
515;-2.88121;6.42584;9.79084;-42.48999;-96.66996;-89.73997;994.58545;0;0;0;0;0
516;-2.09564;5.17803;8.25324;-23.51999;-50.67998;-72.02998;994.59033;0;0;0;0;0
517;-1.75794;4.82357;8.29395;-34.43999;-29.25999;-33.73999;994.60425;0;0;0;0;0
518;-1.0083;3.47757;9.39566;-116.75996;-22.18999;-1.75;994.58643;0;0;0;0;0
519;0.09341;1.21188;9.74294;-94.63996;-15.04999;7.0;994.58252;0;0;0;0;0
520;0.67779;0.58199;9.65193;105.76996;4.69;-0.49;994.56958;0;0;0;0;0
521;-0.26824;4.28709;8.53585;58.79998;14.7;11.76;994.5708;0;0;0;0;0
522;-0.18681;4.90979;8.75859;37.51999;27.43999;40.38998;994.56519;0;0;0;0;0
523;-0.6754;3.66198;9.53457;12.95;27.01999;64.81998;994.58545;0;0;0;0;0
524;-0.97956;3.81527;9.17772;3.5;18.47999;79.93996;994.6001;0;0;0;0;0
525;-0.90532;3.8943;8.88073;3.64;25.40999;99.11996;994.60034;0;0;0;0;0
526;-0.49098;2.85726;9.55373;16.51999;40.80998;111.36996;994.60474;0;0;0;0;0
527;0.0024;2.57704;9.70462;13.3;37.44999;114.65996;994.59082;0;0;0;0;0
528;0.83107;2.65608;9.74533;17.84999;35.69999;115.07996;994.59082;0;0;0;0;0
529;1.21428;2.77822;9.45793;18.33999;34.43999;115.91996;994.60083;0;0;0;0;0
530;2.27287;2.25611;9.27591;12.18;19.38999;93.30997;994.59839;0;0;0;0;0
531;2.79499;2.59141;9.09628;11.97;12.18;71.25997;994.60303;0;0;0;0;0
532;3.39853;2.87163;8.56699;-7.42;0.98;62.36998;994.60449;0;0;0;0;0
533;3.9925;2.80457;8.84481;13.3;16.16999;34.85999;994.61304;0;0;0;0;0
534;3.42967;3.30273;9.09149;5.39;5.18;24.14999;994.60547;0;0;0;0;0
535;3.67396;2.9794;8.8017;-5.67;-5.81;23.23999;994.60791;0;0;0;0;0
536;3.6548;3.15185;8.58375;7.7;4.55;9.03;994.61499;0;0;0;0;0
537;3.60211;3.40811;8.86876;4.06;4.06;3.92;994.6001;0;0;0;0;0
538;3.47517;3.29794;8.61489;-0.21;-0.14;-1.89;994.58252;0;0;0;0;0
539;3.23807;3.45841;8.58854;-9.52;-3.99;0.21;994.5752;0;0;0;0;0
540;3.20933;3.35063;8.93342;-5.11;-3.78;-4.48;994.59595;0;0;0;0;0
541;2.99138;3.40332;9.03162;-2.8;-3.08;-4.9;994.60132;0;0;0;0;0
542;3.04407;3.559;8.71548;-3.99;-2.31;3.78;994.58276;0;0;0;0;0
543;3.19735;2.88121;8.79691;-3.92;3.85;1.54;994.60181;0;0;0;0;0
544;3.32429;3.27639;9.16095;-5.95;-2.94;3.08;994.60522;0;0;0;0;0
545;3.81048;3.01533;9.16574;-15.25999;-19.59999;7.84;994.60107;0;0;0;0;0
546;4.09548;2.60099;8.7035;-7.0;-19.59999;-1.89;994.61011;0;0;0;0;0
547;4.02363;2.55788;8.49513;-5.32;-15.32999;-9.94;994.59985;0;0;0;0;0
548;4.15775;2.96024;8.71308;-13.64999;-19.94999;-5.25;994.6084;0;0;0;0;0
549;4.6655;2.42615;8.86397;-16.93999;-25.89999;-6.44;994.57617;0;0;0;0;0
550;4.78046;2.28724;8.67716;-5.6;-23.72999;-13.23;994.59106;0;0;0;0;0
551;5.0487;2.25132;8.27479;-4.27;-23.02999;-18.26999;994.58521;0;0;0;0;0
552;5.53968;2.39741;8.22689;2.1;-18.96999;-25.82999;994.58521;0;0;0;0;0
553;4.9553;3.24765;7.92752;26.45999;-1.05;-49.06998;994.60229;0;0;0;0;0
554;4.28709;4.43079;7.33355;15.67999;-2.38;-35.06998;994.60767;0;0;0;0;0
555;4.3757;4.34217;7.29523;1.61;-5.18;-15.39999;994.61011;0;0;0;0;0
556;4.49545;4.28709;7.45809;-4.76;-1.05;-8.75;994.61133;0;0;0;0;0
557;4.60083;4.62239;7.791;0.14;4.06;-17.42999;994.61499;0;0;0;0;0
558;4.44037;4.79243;7.63293;-0.49;3.71;-19.73999;994.61499;0;0;0;0;0
559;4.16015;4.65592;7.3575;-6.65;1.96;-14.13999;994.62622;0;0;0;0;0
560;4.09548;4.6152;7.5515;-12.67;-0.77;-5.04;994.6394;0;0;0;0;0
561;4.22721;4.232;7.69759;-20.08999;-1.4;-3.08;994.62866;0;0;0;0;0
562;3.95178;4.3278;8.13349;-13.09;7.0;-15.04999;994.64429;0;0;0;0;0
563;3.04167;4.83075;8.3682;-8.47;6.72;-11.97;994.61475;0;0;0;0;0
564;3.19975;5.03194;8.29395;-12.32;8.05;0.35;994.60156;0;0;0;0;0
565;3.03688;5.97557;9.99442;13.09;-4.41;24.28999;994.61157;0;0;0;0;0
566;4.00687;3.44643;8.62926;-51.44998;-59.14998;69.64997;994.59937;0;0;0;0;0
567;5.07026;1.60706;7.28325;-56.69998;-62.64998;55.01998;994.59546;0;0;0;0;0
568;6.61744;0.75204;7.33834;7.14;-27.43999;10.22;994.58911;0;0;0;0;0
569;6.90245;2.64889;7.53713;6.37;-31.63999;-0.63;994.59375;0;0;0;0;0
570;6.43542;2.1651;6.36596;-0.07;-26.73999;-8.19;994.59058;0;0;0;0;0
571;6.7827;1.62382;5.80792;-16.58999;18.54999;-31.07999;994.60645;0;0;0;0;0
572;6.29411;3.53744;6.58151;17.63999;54.24998;-46.47998;994.58301;0;0;0;0;0
573;4.32301;4.08351;8.09277;10.08;55.64998;-36.46999;994.60376;0;0;0;0;0
574;3.54463;4.09069;8.61968;9.17;26.17999;-27.43999;994.59033;0;0;0;0;0
575;3.77216;4.26792;8.86397;-11.89999;9.31;-15.18999;994.6084;0;0;0;0;0
576;3.58534;3.98292;8.62447;-15.74999;3.78;-9.73;994.60645;0;0;0;0;0
577;3.60211;2.92671;7.85327;-38.70998;15.81999;-25.05999;994.60376;0;0;0;0;0
578;2.62973;2.71116;7.94907;-8.33;43.74998;-56.83998;994.58154;0;0;0;0;0
579;0.74246;2.77104;8.04008;-19.03999;66.77998;-68.24998;994.58301;0;0;0;0;0
580;-1.18793;6.31567;9.98005;37.37999;36.95999;-31.49999;994.60425;0;0;0;0;0