Time;Ax;Ay;Az;Gx;Gy;Gz;BAR;P;R;Mag;UP;DOWN;prob
0;9.96568;1.54;-1.07536;0.21;-0.14;-0.91;994.81836;0;0;0;0;0;0.06182
1;9.99921;1.50168;-1.31966;1.96;0.21;-0.28;994.82104;0;0;0;0;0;0.05775
2;9.93694;1.59748;-1.21188;1.19;3.85;0.91;994.82178;0;0;0;0;0;0.05835
3;10.02316;1.64059;-1.12805;-1.05;2.87;-4.97;994.82007;0;0;0;0;0;0.06276
4;10.06627;1.67651;-1.10889;0.14;2.73;-2.03;994.81763;0;0;0;0;0;0.06619
5;10.17883;1.81063;-0.98914;-2.66;2.8;-5.39;994.81006;0;0;0;0;0;0.07538
6;9.92257;1.80824;-1.0562;0;-5.32;-2.17;994.77954;0;0;0;1;0;0.05565
7;10.12135;1.67891;-1.17356;-0.14;-4.34;0.98;994.76294;0;0;0;0;0;0.06708
8;9.63037;1.89207;-1.2526;3.5;-4.97;1.54;994.74829;0;0;0;0;0;0.03884
9;9.70702;2.00224;-1.42264;7.35;1.26;4.62;994.74976;0;0;0;0;0;0.03935
10;9.2352;1.69567;-1.36995;6.65;8.47;3.15;994.75146;0;0;0;0;0;0.02793
11;8.21731;1.26936;-1.29331;11.13;14.76999;5.46;994.76709;0;0;0;0;0;0.01171
12;7.29044;0.90771;-0.93885;12.67;15.12;-0.28;994.78833;0;0;0;0;0;0.00546
13;7.57066;1.35079;-0.98675;5.74;18.68999;-4.9;994.7998;0;0;0;0;0;0.00696
14;9.21364;1.27655;0.48858;5.53;34.29999;6.23;994.82397;0;0;0;0;0;0.07158
15;10.1477;1.18074;0.82389;4.62;22.74999;12.6;994.83594;0;0;0;0;0;0.18069
16;10.41594;1.3484;0.9149;3.15;28.48999;9.73;994.85205;0;0;0;0;0;0.22915
17;10.31295;0.7712;1.4921;10.71;25.75999;5.32;994.86743;0;0;0;0;0;0.24304
18;10.41833;0.39518;2.04774;4.41;24.84999;8.4;994.85376;0;0;0;0;0;0.33949
19;10.50935;1.09692;2.72553;2.31;28.41999;3.5;994.84253;0;0;0;0;0;0.40123
20;11.61106;0.73048;3.19256;2.1;21.97999;5.46;994.83203;0;0;0;0;0;0.70873
21;11.94875;1.29331;2.65368;-10.22;14.41999;14.7;994.83813;0;0;0;0;0;0.74819
22;11.70207;1.1065;3.38895;25.54999;-1.68;-2.1;994.84619;0;0;0;0;0;0.63137
23;11.8314;0.88855;3.78653;-3.5;12.18;-4.9;994.84619;0;0;0;0;1;0.7738
24;12.71276;1.19751;4.48108;-1.89;7.49;-2.1;994.84351;0;0;0;0;0;0.90899
25;12.56427;1.52563;5.0487;2.87;-6.37;-0.35;994.8418;0;0;0;0;0;0.90209
26;11.88648;1.23583;4.15775;6.72;-23.02999;-2.17;994.86987;0;0;0;0;0;0.74715
27;11.14882;0.97238;3.365;1.89;-27.85999;-12.18;994.91577;0;0;0;0;0;0.50437
28;10.63868;1.43701;2.84049;2.24;-31.63999;-12.39;994.97485;0;0;0;0;0;0.31338
29;9.88185;1.39151;2.10043;-0.77;-41.71998;-10.99;994.98926;0;0;0;0;0;0.13847
30;7.84369;1.2526;0.68258;-0.49;-52.21998;-14.49;995.02051;0;0;0;0;0;0.01146
31;6.07377;0.98435;0.59875;0;-47.17998;-12.25;995.03931;0;0;0;0;0;0.00218
32;6.42344;1.13524;-0.58199;-3.01;-42.41998;-10.29;995.08008;0;0;0;0;0;0.00201
33;8.34425;1.75794;-1.85854;-3.22;-30.58999;-8.82;995.05322;0;0;0;0;0;0.00768
34;9.15856;2.02619;-1.95194;-1.82;-23.65999;-6.44;995.03955;0;0;0;0;0;0.01632
35;8.37538;2.45969;-2.69679;3.64;-26.31999;-4.69;995.05176;0;0;0;0;0;0.00506
36;9.25436;2.64171;-3.50391;-0.98;-16.58999;0.42;995;0;0;0;1;0;0.0097
37;9.49625;2.90755;-3.66198;-0.91;1.26;12.25;994.96631;0;0;0;0;0;0.01367
38;8.81846;2.71116;-2.61297;2.59;11.69;8.61;994.94458;0;0;0;0;0;0.0111
39;8.38975;2.73272;-2.91474;6.23;15.32999;0.77;994.91187;0;0;0;0;0;0.00595
40;5.59237;1.72202;-1.23104;14.0;21.76999;7.91;994.88477;0;0;0;0;0;0.00092
41;5.22354;1.11129;-0.46224;15.39999;12.18;15.53999;994.86719;0;0;0;0;0;0.00095
42;7.8868;1.42743;-1.14961;14.21;34.64999;23.16999;994.83276;0;0;0;0;0;0.01126
43;10.71053;0.38081;-0.23232;-1.61;67.68997;15.18999;994.7937;0;0;0;0;0;0.28569
44;12.43734;0.21316;-0.0024;9.03;44.58998;14.7;994.75488;0;0;0;0;0;0.64898
45;12.38944;0.54846;0.99633;8.61;31.70999;9.03;994.73169;0;0;0;0;0;0.69028
46;11.04583;0.56522;1.825;-0.7;8.4;-1.75;994.70996;0;0;0;0;0;0.42441
47;11.37634;1.07057;1.5879;0.56;3.01;7.49;994.69214;0;0;0;0;0;0.47118
48;11.97031;0.27543;1.76513;4.97;12.53;5.25;994.67993;0;0;0;0;0;0.6535
49;11.65177;0.78317;1.38193;-11.62;15.46999;6.93;994.70996;0;0;0;0;0;0.57725
50;11.10092;0.71851;2.4046;7.84;0.35;-4.06;994.70801;0;0;0;0;1;0.4501
51;11.23983;0.81191;2.15791;-0.91;5.04;-2.03;994.7085;0;0;0;0;0;0.49073
52;12.10443;0.81431;2.62734;3.5;-0.49;2.52;994.70459;0;0;0;0;0;0.72113
53;13.93901;0.58678;2.78301;-1.61;4.13;-7.21;994.75635;0;0;0;0;0;0.94376
54;13.73783;1.48491;2.9818;3.36;-8.12;-9.45;994.78271;0;0;0;0;0;0.91914
55;12.20741;1.38672;2.39023;2.87;-24.14999;-7.98;994.83813;0;0;0;0;0;0.65499
56;10.73208;0.91969;2.05253;-0.56;-30.65999;-6.86;994.88379;0;0;0;0;0;0.29868
57;9.28789;1.0562;1.02507;-0.42;-32.47999;-2.59;994.89893;0;0;0;0;0;0.06512
58;7.46049;0.64905;0.96759;-7.49;-29.74999;-4.97;994.92725;0;0;0;0;0;0.01299
59;7.3599;0.73767;0.11975;-2.52;-39.33998;-12.80999;994.94141;0;0;0;0;0;0.00692
60;6.78749;0.89095;-0.37362;-5.81;-36.88998;-19.87999;994.90771;0;0;0;0;0;0.00316
61;7.27607;1.41067;-1.55916;0.91;-33.87999;-11.34;994.86401;0;0;0;0;0;0.00298
62;8.09996;2.00224;-2.63692;2.1;-24.84999;-8.19;994.84399;0;0;0;0;0;0.00423
63;9.06036;2.29443;-3.20933;-3.78;-14.90999;-0.42;994.84668;0;0;0;0;0;0.00985
64;9.26873;1.92799;-2.96503;1.05;-17.28999;6.79;994.85962;0;0;0;0;0;0.01391
65;9.50344;2.2585;-3.77455;-9.17;-5.11;0.42;994.85767;0;0;0;1;0;0.01366
66;9.55373;2.58662;-2.92911;-3.22;2.31;4.13;994.84399;0;0;0;0;0;0.01944
67;9.42919;2.67045;-3.39135;5.81;-7.42;4.34;994.83521;0;0;0;0;0;0.01218
68;9.82677;2.41418;-2.67524;1.19;-18.26999;2.66;994.79663;0;0;0;0;0;0.02379
69;7.68801;1.94236;-3.72426;10.99;-3.01;2.59;994.73242;0;0;0;0;0;0.00211
70;5.59956;1.03944;-2.30161;14.83999;13.09;9.8;994.65381;0;0;0;0;0;0.00064
71;6.3947;0.73048;-1.7771;11.83;26.10999;12.25;994.61987;0;0;0;0;0;0.00203
72;7.91075;1.22625;-2.33275;0.28;37.51999;2.24;994.60132;0;0;0;0;0;0.00726
73;9.78366;1.5376;-1.69088;-4.97;54.66998;-4.55;994.59155;0;0;0;0;0;0.05815
74;10.57401;0.95561;0.00958;-16.79999;55.64998;2.1;994.57324;0;0;0;0;0;0.25845
75;10.63149;0.72569;0.24908;-8.61;52.49998;5.11;994.5564;0;0;0;0;0;0.27888
76;11.39071;0.89813;1.47294;-21.06999;41.36998;6.02;994.53394;0;0;0;0;0;0.58259
77;11.60387;1.27176;2.2585;-6.72;18.47999;14.21;994.53784;0;0;0;0;0;0.64186
78;11.43143;0.7688;2.47166;-11.83;7.42;20.36999;994.52686;0;0;0;0;0;0.64938
79;13.14866;0.65863;2.36867;-21.69999;10.15;24.63999;994.52734;0;0;0;0;0;0.9181
80;11.36437;0.24669;2.25371;9.31;-11.55;0.56;994.57422;0;0;0;0;0;0.50365
81;10.97877;-0.10059;2.00703;2.17;-3.99;-5.11;994.56812;0;0;0;0;1;0.41648
82;11.27096;0.68258;2.63931;-5.74;12.46;-4.97;994.55371;0;0;0;0;0;0.56944
83;12.66007;1.31966;2.67284;-1.19;9.03;-5.46;994.55518;0;0;0;0;0;0.81394
84;12.90197;0.60833;2.98898;-11.97;5.25;-10.08;994.56226;0;0;0;0;0;0.87987
85;12.65049;1.22625;2.76864;2.17;3.5;-12.88;994.56592;0;0;0;0;0;0.79934
86;12.48763;1.66454;2.81175;-14.06999;-0.14;-16.09999;994.56836;0;0;0;0;0;0.78675
87;11.43382;0.94843;3.21172;-4.83;-20.01999;-2.94;994.56982;0;0;0;0;0;0.60876
88;11.2039;0.63947;2.76385;-8.61;-38.70998;-10.71;994.57593;0;0;0;0;0;0.48477
89;9.30944;1.12326;1.3939;9.59;-45.98998;-21.27999;994.58325;0;0;0;0;0;0.05433
90;7.01741;1.04902;0.6251;12.46;-38.70998;-17.35999;994.55322;0;0;0;0;0;0.00481
91;6.23663;0.98914;0.00479;19.73999;-40.87998;-10.99;994.55493;0;0;0;0;0;0.00171
92;6.63181;0.82389;-0.58199;0.56;-40.45998;-15.88999;994.55518;0;0;0;0;0;0.0024
93;7.56826;2.15791;-2.13875;-3.5;-30.86999;-14.63;994.5415;0;0;0;1;0;0.00294
94;9.03401;2.08367;-2.4022;3.64;-22.11999;-2.59;994.5459;0;0;0;0;0;0.01189
95;8.63884;2.39981;-3.40332;-2.31;-14.97999;-2.59;994.54199;0;0;0;0;0;0.0058
96;9.35974;2.56267;-3.1279;-0.14;3.22;5.25;994.54199;0;0;0;0;0;0.01477
97;9.36932;2.37346;-3.32429;8.75;3.78;5.18;994.5625;0;0;0;0;0;0.0129
98;9.52499;3.27639;-3.4129;5.25;3.71;-16.93999;994.58936;0;0;0;0;0;0.01089
99;6.73001;2.63692;-2.58423;8.68;10.01;2.94;994.63135;0;0;0;0;0;0.00134
100;4.96967;1.85375;-2.08606;-0.91;32.19999;9.87;994.65649;0;0;0;0;0;0.00045
101;5.78397;0.80712;-0.55804;-5.81;61.17998;15.88999;994.64331;0;0;0;0;0;0.00281
102;8.41131;1.7316;1.02746;-0.49;60.68998;17.07999;994.66602;0;0;0;0;0;0.05408
103;9.9561;1.43462;0.57959;6.51;44.72998;9.45;994.6814;0;0;0;0;0;0.14869
104;11.95594;0.30656;1.41306;1.33;29.88999;9.8;994.71899;0;0;0;0;0;0.659
105;12.14035;1.3005;1.36756;10.78;-0.7;5.53;994.75342;0;0;0;0;0;0.58714
106;10.66981;1.57353;0.9125;-10.64;1.96;13.64999;994.75903;0;0;0;0;0;0.27376
107;12.13556;1.29092;2.53393;-21.06999;18.75999;21.62999;994.77832;0;0;0;0;0;0.80666
108;13.00975;0.9149;2.43573;-0.77;8.33;14.97999;994.77246;0;0;0;0;0;0.87504
109;11.99426;-0.20597;3.20933;6.09;6.16;-7.77;994.80566;0;0;0;0;0;0.75806
110;10.677;0.9604;2.81415;3.78;-1.05;-11.89999;994.78979;0;0;0;0;1;0.37411
111;10.98596;0.99633;2.01182;-4.48;5.74;-3.29;994.7793;0;0;0;0;0;0.41644
112;12.12119;1.12326;2.19623;0.35;0.35;2.17;994.77344;0;0;0;0;0;0.68646
113;12.59541;1.23104;2.26329;0.49;4.13;-2.52;994.75366;0;0;0;0;0;0.77476
114;12.94987;1.21188;2.51717;0.35;5.67;-10.29;994.75977;0;0;0;0;0;0.83566
115;12.33435;1.80345;3.15664;1.96;-1.26;-4.97;994.74585;0;0;0;0;0;0.76731
116;11.90325;1.38672;3.03449;0.56;-22.32999;-11.62;994.77466;0;0;0;0;0;0.64831
117;10.98116;1.35079;2.19863;-0.91;-34.29999;-11.89999;994.76514;0;0;0;0;0;0.3373
118;9.86988;1.66693;1.30768;9.24;-34.08998;-5.11;994.76465;0;0;0;0;0;0.09915
119;7.7431;0.79275;0.56043;9.8;-40.87998;-7.35;994.7749;0;0;0;0;0;0.01081
120;7.09405;0.98196;-0.08622;0.84;-38.07999;-6.58;994.77466;0;0;0;0;0;0.0049
121;6.67731;1.09931;-0.83107;3.22;-47.31998;-16.09999;994.77759;0;0;0;0;0;0.00202
122;6.8761;1.61903;-1.90165;-5.6;-38.91999;-16.79999;994.78271;0;0;0;0;0;0.0017
123;8.11912;2.35191;-3.06084;-3.5;-29.04999;-1.96;994.76392;0;0;0;0;0;0.00378
124;9.30226;2.82612;-2.76864;-4.69;-5.39;1.19;994.76953;0;0;0;0;0;0.01493
125;9.38848;2.75667;-2.57225;-4.06;-3.99;1.4;994.76953;0;0;0;0;0;0.01776
126;9.05078;3.17819;-3.05605;-4.48;-6.93;-6.3;994.75122;0;0;0;1;0;0.00922
127;9.18251;2.88839;-2.50519;2.52;-6.37;-2.94;994.75098;0;0;0;0;0;0.01302
128;8.83523;3.13987;-3.54223;3.99;-1.75;-2.17;994.74683;0;0;0;0;0;0.00605
129;8.97414;3.00335;-3.33387;3.71;8.54;5.6;994.73047;0;0;0;0;0;0.00877
130;8.80409;3.10155;-3.38177;12.67;10.64;4.48;994.73682;0;0;0;0;0;0.00656
131;6.4929;2.47645;-2.44053;12.74;29.95999;3.85;994.74585;0;0;0;0;0;0.00125
132;4.7134;1.20948;-1.24302;0.35;47.80998;6.23;994.75781;0;0;0;0;0;0.00056
133;5.52292;0.66342;-0.1461;-7.28;65.79997;17.35999;994.77783;0;0;0;0;0;0.00278
134;9.79563;1.61424;0.61313;-3.15;74.26997;21.55999;994.78809;0;0;0;0;0;0.17934
135;11.46975;0.99872;2.25611;-17.00999;58.02998;12.88;994.79663;0;0;0;0;0;0.69605
136;11.2063;0.89574;2.7423;-11.97;26.80999;15.95999;994.80493;0;0;0;0;0;0.63806
137;11.57034;0.7209;3.13029;-7.49;21.20999;8.68;994.79883;0;0;0;0;0;0.72197
138;11.72602;1.23823;3.77934;-7.84;8.19;-0.21;994.82251;0;0;0;0;0;0.75776
139;12.03976;1.52802;3.86556;-5.88;11.76;3.99;994.81006;0;0;0;0;0;0.8141
140;11.41706;1.31487;4.31343;8.61;9.94;-8.89;994.80859;0;0;0;0;0;0.69031
141;11.45298;1.72681;3.37937;1.47;0.98;-10.92;994.76465;0;0;0;0;1;0.59999
142;12.50919;1.38911;4.56251;7.0;0.28;-6.51;994.7644;0;0;0;0;0;0.87339
143;12.36788;1.08494;4.06435;-21.69999;3.22;3.78;994.73657;0;0;0;0;0;0.8866
144;12.40381;1.57592;4.0859;6.37;5.81;-9.87;994.70386;0;0;0;0;0;0.83495
145;11.33802;2.09564;4.5194;11.2;-4.55;-9.8;994.70166;0;0;0;0;0;0.64
146;11.14642;1.79626;4.11464;7.14;-18.96999;-4.69;994.7229;0;0;0;0;0;0.56688
147;11.04344;1.54;3.44643;10.22;-35.55999;-6.37;994.76855;0;0;0;0;0;0.44636
148;9.54655;1.76513;2.02379;8.89;-38.56998;-11.13;994.77466;0;0;0;0;0;0.08939
149;8.1263;1.51126;1.62143;1.47;-38.91999;-14.41999;994.78296;0;0;0;0;0;0.02239
150;7.17308;1.45378;0.68498;2.1;-43.67999;-16.16999;994.80029;0;0;0;0;0;0.00592
151;6.95514;1.85854;0.34488;3.85;-31.28999;-11.48;994.78442;0;0;0;0;0;0.00436
152;7.31678;2.08606;-0.37602;8.89;-31.28999;-14.7;994.80005;0;0;0;0;0;0.00412
153;7.94428;2.54351;-1.48491;3.43;-32.75999;-12.6;994.80713;0;0;0;0;0;0.00485
154;8.63884;2.886;-2.12199;-2.38;-24.00999;-7.56;994.77759;0;0;0;0;0;0.0082
155;10.30337;3.49194;-2.2585;-2.73;-9.24;-2.45;994.75684;0;0;0;0;0;0.03983
156;8.83044;3.30034;-1.29331;10.85;-21.69999;-3.71;994.73608;0;0;0;1;0;0.01181
157;9.15856;3.42967;-2.96982;1.96;-19.52999;-6.44;994.71582;0;0;0;0;0;0.00883
158;8.63644;3.47038;-2.96024;-3.85;-4.83;-2.1;994.71875;0;0;0;0;0;0.00645
159;8.84481;3.74342;-3.1734;7.28;2.03;4.62;994.69629;0;0;0;0;0;0.00683
160;8.61728;3.4153;-3.09197;-1.54;12.53;-3.78;994.68237;0;0;0;0;0;0.00646
161;7.0198;3.38177;-1.79387;3.78;19.59999;2.38;994.6897;0;0;0;0;0;0.00244
162;4.95769;2.29922;-1.19751;10.15;13.58;7.35;994.69116;0;0;0;0;0;0.00046
163;5.66662;1.37474;-1.29571;5.88;35.41999;14.41999;994.6897;0;0;0;0;0;0.00128
164;8.58854;2.25132;-1.02986;-2.59;56.69998;13.71999;994.70801;0;0;0;0;0;0.02587
165;10.28661;2.26808;0.13652;-4.34;56.34998;20.36999;994.72266;0;0;0;0;0;0.19218
166;10.42313;1.37714;1.01788;-24.91999;43.32998;16.23999;994.71338;0;0;0;0;0;0.32874
167;11.30928;1.7795;3.05605;-4.27;38.07999;21.48999;994.70093;0;0;0;0;0;0.66935
168;12.39183;1.81782;3.10395;5.39;7.49;17.63999;994.73999;0;0;0;0;0;0.80891
169;12.3104;1.6837;3.42248;5.04;9.24;10.08;994.76221;0;0;0;0;0;0.81135
170;12.22418;1.40109;3.32429;4.48;5.46;-3.71;994.74048;0;0;0;0;0;0.77482
171;11.66135;1.72441;3.00096;8.26;4.34;6.93;994.7522;0;0;0;0;0;0.63652
172;11.09613;1.16877;2.45729;13.71999;-2.24;-1.54;994.7583;0;0;0;0;0;0.42442
173;11.22306;1.79866;3.2237;-3.01;3.36;-2.17;994.78003;0;0;0;0;1;0.56221
174;10.45426;1.50886;3.15664;3.78;-3.36;-4.55;994.7644;0;0;0;0;0;0.35039
175;10.75603;1.57592;2.84049;-1.05;0.98;-8.96;994.7627;0;0;0;0;0;0.39589
176;12.6457;1.72441;3.28118;-1.47;9.17;3.01;994.74585;0;0;0;0;0;0.84921
177;12.47326;1.99984;3.4608;-0.56;-3.22;-1.54;994.75562;0;0;0;0;0;0.81295
178;11.45777;2.16749;3.88712;2.17;-10.15;1.05;994.75244;0;0;0;0;0;0.64223
179;11.48891;1.59508;3.53744;7.42;-26.59999;-0.77;994.77905;0;0;0;0;0;0.59396
180;10.78238;1.65017;2.07888;4.55;-39.96998;-9.59;994.7981;0;0;0;0;0;0.26263
181;9.46512;1.69807;1.46815;-1.47;-33.52999;-8.89;994.81885;0;0;0;0;0;0.07921
182;7.118;1.17356;1.12087;10.22;-45.35998;-10.85;994.84692;0;0;0;0;0;0.00661
183;5.95402;1.13524;0.32093;9.94;-37.44999;-12.74;994.84155;0;0;0;0;0;0.00162
184;5.96839;1.45378;-0.89574;9.24;-30.37999;-13.50999;994.85229;0;0;0;0;0;0.001
185;7.67604;2.1651;-1.69807;17.56999;-33.24999;-0.56;994.83862;0;0;0;0;0;0.00345
186;9.2807;2.38783;-3.52547;-1.82;-22.74999;-1.26;994.84131;0;0;0;0;0;0.00981
187;9.81958;2.34472;-2.03577;-13.44;11.69;3.71;994.80981;0;0;0;0;0;0.04302
188;9.50104;2.68482;-1.81063;5.39;-13.37;-0.07;994.80615;0;0;0;1;0;0.02279
189;9.98005;2.33514;-2.5962;6.93;-1.89;-3.99;994.7937;0;0;0;0;0;0.02808
190;9.4747;2.26808;-2.02379;2.17;0.91;-8.96;994.76709;0;0;0;0;0;0.02257
191;9.45314;3.08479;-2.86923;1.54;4.27;-8.61;994.77979;0;0;0;0;0;0.01454
